,lyrics,mood_cats
554,your eyes tell me how you want me i can feel it in your heart beat i know you like what you see hold me ill give you all that you need wrap your love around me youre so e cited i can feel you getting hotter oh baby ill take you down ill take you down where no ones ever gone before and if you want more if you want more more more then jump for my love jump in and feel my touch jump if you want to taste my kisses in the night then jump for my love i know my heart can make you happy i know my heart can make you happy jump in you know these arms can feel you up you know these arms can feel you up jump if you want to taste my kisses in the night then jump for my love you told me im the only woman for you nobody does you like i do then make a move before you try and go much farther oh baby you are the one you you are the one and heaven waits here at my door and if you want more if you want more more more then jump for my love jump in and feel my touch jump if you want to taste my kisses in the night then jump for my love i know my heart can make you happy i know my heart can make you happy jump in you know these arms can feel you up you know these arms can feel you up jump if you want to taste my kisses in the night then jump for my love when you are ne t to me oooo oh i come alive yeah your love burns inside oooo oh it feels so right yeah come to me if you want me tonight jump i know my heart can make you happy i know my heart can make you happy jump in you know these arms can feel you up you know these arms can feel you up jump if you want to taste my kisses in the night then jump for my love,1
693,the furnace burns the baby turns she cries when she s hungry the morning paper will knock the door to interrupt their slumbers but are you satisfied tonight oh trader s wife oh trader s wife does he neglect you crawling bar stools and touching the girls and touching the girls as you wash their smell from his clothes they shoot the horses when they re too old to race and so my dear is there room in bed for me the setting sun has etched lines upon this face shades of red of a furious defeat are you satisfied tonight oh trader s wife oh trader s wife as he thinks to you i don t know you anymore i don t know you anymore and i can t breathe in this apartment sleep my sweetie let the days e pire they ve outnumbered you hold me sweetly like those days we bled with love a red so deep we sunk we sunk,0
3037,put your sneakers on put your sneakers on were goin dancin all night long i got somewhere to be where to be i want you to come with me come with me oh see ive put my sneakers on on cause im gonna keep dancin after they all go home so are you ready did ya eat do you have the energy energy are you reloaded are ya able to stay on your feet on your feet dont want you passin out after a couple hours of beats oh no were gon keep goin and goin and goin yeah cause basically what were gonna do is dance dance basically what were gonna do is dance dance basically what were gonna do is dance dance it will come easily when you hear the beat uh basically what were gonna do is dance dance basically what were gonna do is dance dance all you gotta do is take a chance yeah thats right its sneakernight so now theyre closin close it up shut it down go home now but this is far from the end second round ding its about to begin haha cause i got comfortable footwear the weather is nice so lets take it outside just need some hand claps and a beatbox and its alright basically what were gonna do is dance dance basically what were gonna do is dance dance yeah yeah basically what were gonna do is dance dance it will come easily when you hear the beat uh basically what were gonna do is dance dance basically what were gonna do is dance dance oh dont you even worry about other plans yeah thats right its sneakernight when the sun goes down the sun goes down when we wake up we wake up a good nights sleep ooh ha no need no problem stayin awake oh no when the beat is like an earthquake ooh ooh ooh ooh ooh ooh ooh and were unstoppable yeah yeah yeah were uncontrollable just admit it you cant stop it its addictive yeah yeah yeah basically what were gonna do is dance dance basically what were gonna do is dance dance uh huh basically what were gonna do is dance dance yeah thats right its sneakernight what basically what were gonna do is dance dance were gonna dance basically what were gonna do is dance dance basically what were gonna do is dance dance it will come easily when you hear the beat uh basically what were gonna do is dance dance basically what were gonna do is dance dance oh were gonna dance dont you even worry about other plans yeah thats right its sneakernight oh put your sneakers on oh lets go all night long haha,0
649,so fucking what well ive been to hastings and ive been to brighton ive been to eastbourne too so what so what and ive been here and ive been there and ive been every fucking where so what so what so what so what you boring little cunt well who cares who cares what you do and who cares who cares about you you you you you well ive fucked queens and ive fucked bach and ive even sucked an old mans cock so what so what and ive fucked a sheep and ive fucked a goat ive had my cock right down its throat so what so what so what so what you boring little cunt well who cares who cares what you do and who cares who cares about you you you you you well ive drunk that and ive drunk this ive spewed up on a pint of piss so what so what and ive had scag ive had speed ive jacked up until i bleed so what so what so what so what you boring little cunt well who cares who cares what you do and who cares who cares about you you you you you well ive had crabs and ive had lice and ive had the pox and that aint nice so what so what and ive fucked this and ive fucked that and ive even fucked a schoolgirls twat so what so what so what so what you boring little cunt well who cares who cares what you do and who cares who cares about you you you you you you,3
3302,you know it kills me to see such a pretty girl so tired youve got your mothers cheekbones and your fathers crooked smile forget all those places that youve never really been and all those situations you somehow found yourself in let your body sink into me like your favorite memory like a line of poetry or a fucking fit of honesty ill do my best to keep you keep you sleepy as the south with my old watch on your wrist and my thumbs inside your mouth suck on my fingertips until you kill all my prints so your boyfriend has no clue of how much ive been touching you my problem with me is my problem with you it doesnt take much for me to come unglued i put my headphones on and hear your favorite songs and it kills me to know that this wont be one of them you know it saves me to think even for a little while i owned the set of shoulders that you came to rely on like in that movie theater when you whispered in my ear i almost didnt make it this has been my hardest year your job is killing you faster than a cancer could so now youre giving up like they always said you would youve got that old map out now and you found the farthest town you hope that if youre lucky this is where youll settle down i dont care where you move i dont care if its far all that i ask is that i know where you are in case our timing is right in case you need more from me than a bit of advice or a tongue full of sympathy,0
3375,as i glanced once upon the foam forty feet beneath my feet the coldest calm falls through the molten veins cooling all the blood to slush congeals around again oh oh la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la oh and forty feet remain salt scales upon my drying arms burn my back beneath the sun but i am cold beneath the burning rays looking down down down down again oh oh la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la oh and forty feet remain la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la oh and forty feet remain,0
420,and cover me yeah when i walk alone and cover me yeah when my stance it stumbles home and cover me yeah well trip on through the sands of time and cover me cause ive been branded ive lost my mind yeah lost my mind yeah but you cover me yeah wont you give me shelter from the storm and over me yeah fade into the night and over me yeah melt into the light and over me yeah you will fear the things i need and over me you will feel the hate i breed youre under me and you will question my authority youre under me and you elude almost everything no youre under me you will feel the pain i wanna bring you youre under me you never change never changed a fuckin thing not a a fuckin thing but you you cover me and give me shelter from the storm cover me cover me wont you cover me cover me dont you cover me cover me give me shelter from the storm oh yeah yeah yeah no no no people push and shove on time i give it to you what i have is what is mine i feel it for you youve got to cover me youve got to cover me people take and people steal i have it for you what i have is what i fear i fear it for you youve got to cover me cause ive been branded a broken man broken man yeah but you cover me yeah wont you give me shelter from the storm cover me cover me wont you cover me cover me dont you cover me cover me give me shelter from the storm,3
2641,dont to this dont do that dont you ever talk back dont speak with food in your mouth just keep quiet while the grown ups are talking im not being mean im just being fair its just because i really care you know that i love you but shut your mouth you just have to do what i say i dont want you to lie youre much too old to cry youre just to young to know but when youre older youll understand you are mine i own you look at me im talking to you dont use that tone to me so shut your mouth you just have to do what i say when i grow up there will be a day when everybody has to do what i say when i grow up there will be a day when everybody has to do it my way ive paid to raise you good done everything i could so dont you dare to say that i ever cared about you anyway i gave you good food to eat i kept you on your feet i gave you all my good advice not once did i hear you thank me for all that ive done you dont know anything about my suffering i went through a lot of pain just to get you where you are today if i ever hit you its because i have to you have done something wrong and you deserve the punishment youll have to pay when i grow up there will be a day when everybody has to do what i say when i grow up there will be a day when everybody has to do it my way dont ask me why not be glad with what youve got dont tell me youre alone you should be glad that you have a home just look me in the eyes you have to realize i make the rules thats it its for your own good so you have to do what i say when i grow up there will be a day when everybody has to do what i say when i grow up there will be a day when everybody has to do it my way,3
3136,threw myself on the floor chasing time at the door half past nine self control lace your own heart on the door night will mourn and im sleeping on the better debt of day like the rising off they wont need me till tomorrow night that claims the sky forever dreams of a better day half past nine rise at four tracing time after all casting iron self control lace your heart on the door night will mourn and im sleeping on the better debt of day like the rising off they wont need me till tomorrow night that claims the sky forever dreams of a better day say youll be around,2
3502,they say that youre a runaround lover though you say it isnt so but if you put me down for another ill know believe me ill know cause the night has a thousand eyes and a thousand eyes cant help but see if you are true to me so remember when you tell those little white lies that the night has a thousand eyes you say that youre at home when you phone me and how much you really care though you keep telling me that youre lonely ill know if someone is there cause the night has a thousand eyes and a thousand eyes cant help but see if you are true to me so remember when you tell those little white lies that the night has a thousand eyes one of these days youre gonna be sorry cause your game im gonna play and youll find out without really tryin each time that my kisses stray cause the night has a thousand eyes and a thousand eyes will see me too and no matter what i do i could never disguise all my little white lies cause the night has a thousand eyes so remember when you tell those little white lies that the night has a thousand eyes,0
1229,these eyes never saw you leavin this heart is in need of some healing these arms are letting you go our life is the greatest story never told how many more ways can i explain this to you boy we have had this conversation several times before i will except nothing less than your complete respect if you cannot give me that then maybe i should step these eyes never saw you leavin this heart is in need of some healing these arms are letting you go our life is the greatest story never told all this cryin all this fightin simply aint my style though youre one of the most important people in my life i loved you from the day we met i know you loved me too but at this point walking away is the best thing we can do these eyes never saw you leavin this heart is in need of some healing these arms are letting you go our life is the greatest story never told were we meant to be man and wife the answer i dont know of lifes many mysterys what intrigues me the most is who our children would have been i guess well never know even as i walk away ill always keep the hope these eyes never saw you leavin this heart is in need of some healing these arms are letting you go thats life thats the way the story goes truth is every relationship is a lesson truth is i saw it coming but it hurts anyway truth is im not the reason youre so angry truth is youre not the reason im so passive truth is ive got to take back my power truth is the reason why it hurts so bad to walk away from you these eyes i never saw you leavin this heart my heart is in need of some healing these arms these arms are letting you go the greatest story never told two our love is the greatest story never told our life is the greatest story never told two and thats the way the story goes,2
1089,i tried not to write a song so sad baby we have what you call unconditional love far more than just beautiful she added the sun to my cloudy day way too strong to ever fade away hey least it felt like that at the time time never seemed to be a friend of mine tho i considered her my luck charm she couldnt guide my heart away from harm no oh oh i tried not to write a song so sad when you gave all you had and it still goes bad its seems the pain just shows up on the on the pad as the pen just cries away i try my best and even i lie to myself just to keep my smile while all the pieces came fallin down kept say shes gonna still stick around while here i am same place again home with my friends my faithful pad and pen they always seem to just help me thru till i get a chance to talk to you just wanted to see how ya doing oh you are on the other line well ill call you back some other time well later on i tried not to write a song so sad when you gave all you had and it still goes bad its seems the pain just shows up on the on the pad as the pen just cries away cause when i share this with you close your eyes and listen close your eyes the words will paint your picture and you give me what ive been missing you give me what ive been missing its love and if you relate to this feeling then you and i are healing i guess this is our song i guess this is our song baby i tried not to write a song so sad when you gave all you had and it still goes bad sometimes it hurts so bad inside its seems the pain just shows up on the on the pad as the pen just cries away i tried not to write a song so sad when you gave all you had and it still goes bad its seems the pain just shows up on the on the pad as the pen just cries away,2
2975,in youths spring it was my lot to haunt of the wide earth a spot to which i could not love the less so lovely was the loneliness of a wild lake with black rock bound and the tall trees that towered around but when the night had thrown her pall upon that spot as upon all and the wind would pass me by in its stilly melody my infant spirit would awake to the terror of the lone lake my infant spirit would awake to the terror of the lone lake yet that terror was not fright but a tremulous delight and a feeling undefined springing from a darkened mind death was in that poisoned wave and in its gulf a fitting grave for him who thence could solace bring to his dark imagining whose wildering thought could even make an eden of that dim lake but when the night had thrown her pall upon that spot as upon all and the wind would pass me by in its stilly melody my infant spirit would awake to the terror of the lone lake my infant spirit would awake to the terror of the lone lake my infant spirit would awake to the terror of the lake springing from a darkened mind so lovely was the loneliness in youths spring it was my lot in its stilly melody an eden of that dim lake an eden of that dim lake lone lone lonely lone lone lonely lone lone lonely,1
3744,here come your pride and joy the comic little drunk you call your boy making everybody smile who takes your pretty plan and then becomes a disappearing man after a little while i saw you with your makeup running down now whats that all about you say you dont want anyone around cause youre all cleaned out you toss the empty beer not really as composed as you appear an icicle inside wearing clothes that clash wondering is this treasure is this trash still trying to decide and about oclock here comes your clown with the front hes throwing down but all you say is you dont want anyone around no not right now there aint nothing to drink you dont want to think about it im sorry you seem so stung and im sorry you think you have to hold your tongue when youre so pretty and smart im seeing you caving in becoming afraid of all these men that youve given your heart i saw you with your makeup running down now whats that all about you say you dont want anyone around cause youre all cleaned out all cleaned out all cleaned out,1
2305,the bell rings and all things are calling the days past the plays cast remember september when we were together together together schooldays the happy days when we were going nowhere schootime the happy time when we were feeling no care schooldays when we three said that wed better be friends forever how long is ever isnt it strange schooldays together why do they change how long is ever isnt it strange did kites fly and i spy and you cry to run fast or come last you know how we made vows theyre gone now we made friends we broke friends no more friends schooldays the happy days when we were going nowhere school time the happy time when we were feeling no care how long is ever isnt it strange schooldays together why do they change how long is ever isnt it strange schooldays together why do they change remember remember when we together went to the sea seagulls scream and pink ice cream and the deep blue sky and the waves seem high and golden sand and the town brass band plays on wait for me wait for us always wait for me wait for us to come mister watson wants to see you in the masters room its about the work you should have done and i think you must go now remember gone gone gone how long is ever isnt it strange schooldays together why do they change,3
960,well its been a long time long time now since ive seen you smile and ill gamble away my fright and ill gamble away my time and in a year a year or so this will slip into the sea well its been a long time long time now since ive seen you smile nobody raise your voices just another night in nantes nobody raise your voices just another night in nantes plaisanter oh non je ten prie nous ne sommes pas chez nous oh je tassure que victoire non laisse moi mais quest ce que tu as aujourdhui jai que les hommes me dégoûtent vous ne pensez quà ça well its been a long time long time now since ive seen you smile and ill gamble away my fright and ill gamble away my time and in a year a year or so this will slip into the sea well its been a long time long time now since ive seen you smile,1
1164,one two three four im the little girl at the picnic who wont stop pulling her dress up it doesnt matter whos in control now it doesnt matter cause this is new radio what the fuck is written all over your pretty face the gaps in teeth the dirty nails baby boy you cant kill whats fuckin real turn that song down turn the static up come here baby let me kiss you like a boy does woah woah woah woah oh woah oh oh oh oh oh yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah lets wipe our cum on my parents bed come on,3
371,im just tired of counting bodies is this mausoleum tardy lets just paint you a pretty face flies dip tongues into tear ducts in toothpicks fought unborn contusion is hungry they still eat their young proto culture null and void all veins in highway laps this breath collapsed again this he was delivered spent orchestra influenza drawn and quartered pets it dwells and grows in veins this is the pocket sized edition rapid sleep through benediction lets just paint you a pretty face museums mark their bodies down all the tenants found all the distance in their prefi contusion is hungry they still eat their young proto culture null and void all veins in highway laps this breath collapsed again this he was delivered spent orchestra influenza drawn and quartered pets it dwells and grows in veins fever bliss into central nervousness bitten on the entrance i was bitten on the entrance fever bliss into central nervousness bitten on the entrance i was bitten on the entrance bitten on the entrance i was bitten on the entrance bitten on the entrance bitten,1
3751,i can remember the times when the grace was shining on my face dont you see dont you feel those days are gone theyve vanished in the air now i could not care less of you and your poisoned mind cos i have already seen this thousand times my emotions are hidden in a place where you cant see hate is replacing the dreams that we once shared on these frontlines frontlines of mysteries hell yeah i can remember the love at some point it became one with my hate and i can see how you are wasting your life wasting your dignity the light in my eyes is fading away but i bleed no tears cos i know your destiny my emotions are hidden in a place where you cant see hate is replacing the dreams that we once shared on these frontlines frontlines of mysteries how blind can you be dont you know what i mean love divided love divided e tending agony love divided love divided i hate your empty words and the grin on your face ah my emotions are hidden in a place where you cant see hate is replacing the dreams that we once shared on these frontlines frontlines of mysteries how blind can you be dont you know what i mean love divided love divided e tending agony love divided love divided i hate your empty words,3
3694,good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now good times keep rolling but theyve got to escape now,2
1575,i wish that clouds could hold me up like i thought as a child growing up i wish i could sound as soothing as the rainfall but i am only a drop from the storm feel like a tourist out in the country once this whole world was all countryside feel like a tourist in the big city soon i will simply evaporate they took the strings up north the drums down south after they crossed afganistan a long time ago youre shuffling your feet into the ne t dimension soon skyscrapers will be everywhere i feel like a tourist lost in the suburbs soon our whole world will be urban sprawl feel like a lover out on the ocean feel like a teardrop streaming off your chin some will bet against you try even to prevent you but not many can stop you man if you got a perfect plan can they possibly try demand to know why they would bow to you in this sand a thousand generations feel like a tourist out in the desert so hot it feels like the devils breath feel like a tourist out in this swampland this world is just patches of water and land everywhere i go im a tourist but if you stay with me ill always be at home,0
1484,deep in the night when im alone my heart starts to burn cause i feel for you ive been away too long from my love i leave it up to you to understand ive got this feeling deep in my mind come back and love me just one more time on the ground of an ocean we buried our love far away my hearts still bleeding wont you come back and stay but i cant understand why theres salt in my eyes and i cant understand why your hearts in disguise for i still need you and i want you to come back again you make me feel like never again i cant find the answer from a look in your eyes and my hearts still crying dont tell me your loves a lie youre still the one who can set me in a state of trance why dont we give us a second chance but i cant understand why you laugh though you cry and i cant understand why i dont say goodbye for i still need you and i want you to come back again you make me feel like never again for i still need you and i want you to come back again you make me feel like never again for i still need you and i want you to come back again you make me feel like never again for i still need you and i want you to come back again you make me feel like never again,1
2548,receive me minus zero unleash me i crave the morning quickly come i get down on my knees and pray and hope the dawning pulls me right out right out of my dream you walk right by my window everyday i can feel you so near when will you come to get me out get me out of my fear would you unind me if youd finally find me i am tied to the zero point ready to be unbound would you break me out and would you help me to get out get out pull me out each day a new tomorrow and i long for the same old aim im bound in bitter sorrow minus zero i know i want out but i cant would you unleash me if youd perceive me i am tied to the zero point ready to be unbound would you break me out and would you help me to get out get out i am tied to the zero point ready to be unbound would you break me out and would you help me to get out get out pull me out get me out minus zero please hear my prayer do you think itll go that way i get down on my knees and pray do you think itll go that way i get down on my knees and pray i am tied to the zero point get me out just to dry my tears ready to be unbound yes i pray would you break me out and would you help me to get out get out pull me out,3
3649,i went digging for gold i went down to the valley over by the mountain where the prospector had been told i m marching through the cold we re marching through the cold i went digging for gold i went down with my brother a bucket and a shovel and a book about the color of coal i m marching through the cold we re marching through the cold there s a tiny little crackle on the telephone line saying what s the use of metal if the metal don t shine she said bring me back a ring because i really want one now i ve been digging so long that i never seen the sun i went digging for gold i went down to the valley over by the mountain where the prospector had been told i m marching through the cold we re marching through the cold there s a tiny little crackle on the telephone line saying what s the use of metal if the metal don t shine she said bring me back a ring cause i really want one now i ve been digging so long that i never seen the sun again last time now i ve been digging so long that i never seen the sun,0
1858,well im here cause i drive too fast and im too young to have a criminal past some good behavior would be all right but i dont seem to qualify im just out for a little fun but im guilty till im twenty one i guess im doin time for being young so cut these shackles off of me this kind of suit dont set me free well i cant live if i cant ride i want my baby by my side im just out for a little fun but im guilty till im twenty one i guess im doin time for being young now i cant let the right thing stand in my way someday baby ill know better but right now im making my pay no i dont want to be in this zoo i want to be outside lovin you its heartbreaking to be this age i was locked in prison of teenage rage well i was out for a little fun but im guilty till im twenty one i guess im doin time for being young what do i do who do i thank to get me out of this stinkin tank its heartbreaking to be this age well i was locked in prison of teenage rage i was out for a little fun and im guilty till im twenty one i guess im doin time for being young i was out for a little fun and im guilty till im twenty one i guess im doin time for being young i must be doin time for bein young i dont wanna be doin time for being young,0
258,lately weve been known to wait until were thrown anything still it seems we know what we know its not a thing if we dont stand out straighten up where will it keep us apart falling into your hands into my arms its where we went off and its where we belong into your hands into my arms and everyone i dont know if break it down if its worth staying out all night the longer it goes on oh theres nothing wrong at all falling into your hands into my arms its where we went off and its where we belong into your hands into my arms and everyone into your hands into my arms is where we went off and its where we belong into your hands into my arms and everyone,0
769,there is a child sleeping near his twin the pictures go wild in a rush of wind that dark angel he is shuffling in watching over them with his black feather wings unfurled the love you lost with her skin so fair is free with the wind in her butterscotch hair her green eyes blew goodbyes with her head in her hands and your kiss on the lips of another dream brother with your tears scattered round the world dont be like the one who made me so old dont be like the one who left behind his name cause theyre waiting for you like i waited for mine and nobody ever came dont be like the one who made me so old dont be like the one who left behind his name cause theyre waiting for you like i waited for mine and nobody ever came dont be like the one who made me so old dont be like the one who left behind his name cause theyre waiting for you like i waited for mine and nobody ever came nobody ever came i feel afraid and i call your name i love your voice and your dance insane i hear your words and i know your pain with your head in your hands and her kiss on the lips of another your eyes to the ground and the world spinning round forever asleep in the sand with the ocean washing over,0
2061,might as well get used to you end it all like you said youll do cause talk is cheap boy out on the street cause people know when theres heat im torn and im tattered sick and tired of living my life singing the same old song oh i i feel a little battered looks like im living my life running a one man show oh ooh i i i i i dont know where the feelings gone ill survive ill stay alive oh i am gonna carry on tell me tell me wont you tell me hmm wheres my mister man who will try to deny me now everything i plan to be im torn and im tattered sick and tired of living my life singing the same old song oh i i feel a little battered looks like im living my life running a one man show oh ooh i i im torn and im tattered uh sick and tired of living my life singing the same old song im bruised and im battered looks like im living my life running a one man show oh ooh i i i dont know where the feelings gone gone gone ooh hoo oh ill survive gonna stay alive you know ill carry on carry on i got to walk away i got to end this pain oh oh oh im gonna make it through see im getting over you oh oh oh i got to walk away i got to end this pain oh oh oh im gonna make it through i dont know im getting over you riding the rodeo ooh ooh ooh ooh ooh so high so fly ill stay stay alive so high so fly ill stay alive riding the rodeo ooh hoo oh so high so fly riding the rodeo look at my face i dont know im torn and im tattered,0
2018,what would you say was the matter when we all laughed at each other when we all cried together i was right if we could all say were sorry give up all awkward tomorrows finding nothing more to argue i was right anywhere you looked was anywhere you looked was anywhere you looked was anywhere you looked was anywhere you looked was anywhere you looked was right anything you said to me was lost in ether overseas and timing changes everything when i was right we discovered one another stumbling through another summer worrying we start to wonder what was right anywhere your luck was anywhere your luck was anywhere your luck was anywhere your luck was anywhere your luck was anywhere your luck was right anywhere you wanted to be someone else was talking to me wave lengths pull magnetically and i was right and we knew when we tried harder there would be another offer knowing as were falling under what was right anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once was right anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once anyone youve loved once was right,0
3342,lie down with me my dear lie down under stormy night tell nobody my brother where do you intend to go tonight i heard that you missed your connecting flight to the blue ridge mountains over near tennessee youre ever welcome with me any time you like lets drive to the countryside leave behind some green eyed look a likes so no one gets worried no so no one gets worried no but sean dont get careless im sure itll be fine i love you i love you oh brother of mine in the quivering forest where the shivering dog rests our good grandfather built a wooden nest and the river got frozen and the home got snowed in and a yellow moon glowed bright till the morning light terrible am i child even if you dont mind in the quivering forest where the shivering dog rests our good grandfather built a wooden nest and the river got frozen and the home got snowed in and a yellow moon glowed bright till the morning light terrible am i child even if you dont mind no,2
114,dearest constellation heaven surroundin you stay there soft and blue virginia moon ill wait for you tonight sweetest invitation breakin the day in two feelin like i do virginia moon ill wait for you tonight and now our shades become shadows in your light in the morning wind were through and tomorrow rescues you i will say goodnight secret fascination whisper a quiet tune hear me callin you virginia moon ill wait for you tonight and now our shades become shadows in your light in the morning wind were through and tomorrow rescues you i will say goodnight virginia moon ill wait for you tonight and now our shades become shadows in your light in the morning wind were through and tomorrow rescues you i will say goodnight i will say goodnight i will say goodnight,2
1816,what i have is nothing to my name no property to speak of and no trophy for my game intangible and worthless my assets on the page my coffers are empty any offer of safety has faded away but what i have what i have is on an ordinary day the e traordinary way you take what i can give and you treasure it on an ordinary day the e traordinary way you turn to me and say i believe in this that makes me lucky god im lucky so much luckier than i ever thought id be cause what i have what i have means so very little to this world a promise that i kept and a bridge that i saved before it burned the sacrifice that i made brought me to my knees a choice that cost me everything and set somebody else free but what i have is the value that you see in these things on an ordinary day the e traordinary way you take what i can give and you treasure it on an ordinary day the e traordinary way you turn to me and say i believe in this that makes me lucky god im lucky so much luckier than i ever thought id be cause what i have is the value that you see in these things and everytime i forget those things you bring them right back to me with your patience when im blinding mad and your passion when im really really bad and your eyes taking in everything i am and your body and soul and the way that you know how i treasure you on an ordinary day the e traordinary way you take what i can give and you treasure it on an ordinary day the e traordinary way you turn to me and say i believe in this that makes me lucky god im so lucky so much luckier than i ever thought id be on an ordinary day the e traordinary way you take what i can give and you treasure it on an ordinary day the e traordinary way you turn to me and say i believe in this,2
1594,i belong with your arms wrapped around my neck your lips glistening in the light ive seen headlights passing by hold the thought i hold the thought walking back towards your house rain drops bouncing off the leaves down to our september kiss flying over bus stops and playgrounds im here soaked right to the core ill stay here forever im safe with you if all the words i ever wrote on the back of envelopes i could fold into paper planes i could fly them through your veins helicopters overhead wide awake at three now the ink runs to your heart and you know just how i feel flying over bus stops and playgrounds im here soaked right to the core ill stay here forever im safe with you flying over bus stops and playgrounds im here soaked right to the core ill stay here forever im safe with you and its gotta be here and its gotta be here and its gotta be here and its gotta be here and its gotta be here and its gotta be here and its gotta be here and its gotta be here and its gotta be here,2
957,your love is beautiful your love is beautiful your love is beautiful like a bird kari raat mora jiya ghabraye kari raat mora jiya remember how she looked at me and smiled when i didnt know her before and all day long that kept me warm your love is beautiful your love is beautiful like a bird your love is beautiful your love is beautiful remember how she looked at me and smiled when i didnt know her before kari raat mora jiya and all day long that kept me warm you know you will be waiting for a long long time missing all the pretty things that pass you by but telling you away back home what you could joke in any just to love your own your love is beautiful your love is beautiful like a bird like a bird your love is beautiful if you sit down on a metal track and hope your train will hurry back you know you will be waiting for a long long time missing all the pretty things that pass you by you know you will be waiting for a long long time you know you will be waiting for a long long time you know you will be waiting for a long long time missing all the pretty things that pass you by your love is beautiful,1
2289,stay still do be still no wonder you are always lost if a messenger you must be known then with messages you must return to be seen by demanding hands and touches of jealous men invisible and forgivable to all their secret hands be it so be quick dont run just walk and walk and walk dont lose yourself to decorate somewhere on your wall cause somewhere in your mind you know you are doing fine holding secret hair locks youll pluck before you hide so how can i keep anything to myself so how can i keep any of these things to myself so how can i keep anything to myself behind those clouds im almost home,1
3011,oh fuck man you were all assuming something and i was gonna sing something until it got to your machine i was gonna sing something and i was gonna sing something until it got to your machine ill just wait for you ill call you back friday am all my life all my time oh its got a price oh gonna pay for mine i know you really care i know you really care all my friends they got old apathy in the brain they got no ideas in their heads they got no path that i can see oh dont you think that i dont blame em dont you think that i cant save them dont you think that i dont want em dont you think that i aint one of em one of em one of em one of em i know you really care i know you really care hello leave a message no fuck that pick up the phone man its not my contest you fucked up on me man youre just another x now youre just another x now youre just another x now youre just another x now youre just another x now youre just another x now youre just another x now youre just another x now,3
679,after midnight were going to let it all hang down after midnight were going to chug a lug and shout were going to stimulate some action were going to get some satisfaction were going to find out what it is all about after midnight were going to let it all hang down after midnight were going to shake your tambourine after midnight its all going to be peaches and cream were going to cause talk and suspicion were going to give an e hibition were going to find out what it is all about after midnight were going to let it all hang down after midnight were going to let it all hang down after midnight were going to shake your tambourine after midnight its all going to be peaches and cream were going to because talk and suspicion were going to give an e hibition were going to find out what it is all about after midnight were going to let it all hang down after midnight were going to let it all hang down after midnight were going to let it all hang down after midnight were going to let it all hang down after midnight were going to let it all hang down after midnight,0
2325,there is nothing for which i am responsible just this baggage ill keep carrying on as if i had someone ok maybe there is a woman somewhere whos still thinking of me or a girl with coal black hair whos haunted in her dreams but what theyve seen well it wasnt me it was just some lie that they slept beside i kept this from them but i cant keep this from you so will you look for me in that strange bright place where the statues bloom in the park they dont need no rain because how i ever got to you i have no idea its like some secret door well it just appeared so no matter what i do from now on with my time you will always stay here in my mind i am certain of this and i am not certain of anything so i want to get myself attached to something bolted down so that these winds of circumstance wont keep blowing me around from when i land to when i leave there is enough time to sleep and sing i keep running around when all i want is to lay motionless,2
56,i was given wine we’re feeling okay and quite all right you wash my tears away and make me wanna stay and bonfires lit up the shores walk far far away to go beside you is where i want to be walk far far away to laugh to love days of roses and wine drifting astray with your hand in mine you stroke my fears away and make me wanna stay and bonfires lit up the shores walk far far away to go beside you is where i want to be walk far far away to laugh to love walk far far away where to go and hide we’re going to the sea walk far far away to laugh to love and this is how it went i am here to stay roaring with the wind there’s life within this is what i give a circle is complete another circle spins there’s life within within,1
3900,were safe when love would come in we read my mind so many times well the earth is only sand fucked up and puked up in dismay and resolve to swim around in circles so slow the fence that you sent me rolling along the bottom jesus for im feeling sad so many killed theyre running their engine just like you ought to be to me my heart could i correct the dawn my body the sorry might do it long lift one line big red machine cause all ive learned is to suffer cause all ive learned is to suffer cause all ive learned is to suffer,0
