,index,artist,title,mood,lyrics
All the time like Blondie, check out my Chrissie behind
It's fine all of the time
What else is in the teaches of Peaches?
Like sex on the beaches, huh? What?

[Interlude]
Huh? Right, what? Uh
Huh? Right, what? Uh

[Break]

[Interlude]
Huh? Right, what? Uh
Huh? Right, what? Uh

[Verse 2]
SIS, IUD
Stay in school 'cause it's the best
IUD, SIS
Stay in school 'cause it's the best
IUD, SIS
Stay in school 'cause it's the best
IUD, SIS
Stay in school 'cause it's the best
Suckin' on my titties like you wanted me, calling me
All the time, like Blondie, check out my Chrissie behind
It's fine all of the time
Like sex on the beaches
What else is in the teaches of Peaches? Huh? What?
You might also like[Chorus]
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away

[Interlude]
Huh? What? Right, uh
Huh? What? Right, uh
What else is in the teaches of peaches?
Like sex on the beaches
What? Right, uh

[Chorus]
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away
Fuck the pain away, fuck the pain away8Embed"
1617,ML1618,Delta Goodrem,Throw It Away,relaxed,"Fly by frankie thinks he's superman
Like a child at the wheel of a rocket
He comes round here with a license to love
But i don't know where he got it
I trusted you offered everything
But i'm not sure you deserve it

You tell me that i'm lucky
But i feel like giving up
'cause a heart like mine's wasted on you
If you don't know what you've got

You throw it away
Throw it away
All the heart and the soul i've been giving
You throw it away
Throw it away
Like it's no big deal you'll be missin'
You throw it away
Throw it away
Run it underground

Fly by frankie's got it in his head
That he's something i know that he's not
He's like a blind bull in a china shop
When it comes to affairs of the heart
See Delta Goodrem LiveGet tickets as low as $214You might also likeYou wouldn't know what love is
If it hit you like a rock
And a girl like me is lost on you
If you don't know what you've got

Chorus

Every breath in the park
Every dance in the dark
Every promise you make
You go and throw it away
Every smile in the rain
You know it's always the same
You go and do it again
You go and throw it away

You wouldn't know what love is
If it hit you like a rock
And a girl like me is lost on you
If you don't know what you've got

ChorusEmbed"
1618,ML1619,The Cure,The Lovecats,happy,"[Verse 1]
We move like cagey tigers
We couldn't get closer than this
The way we walk, the way we talk
The way we stalk, the way we kiss

[Verse 2]
We slip through the streets while everyone sleeps
Getting bigger and sleeker and wider and brighter
We bite and scratch and scream all night
Let's go and throw all the songs we know

[Chorus]
Into the sea, you and me
All the years and no one heard
I'll show you in spring, it's a treacherous thing
We missed you hissed the love cats
We missed you hissed the love cats

[Bridge 1]
We're so wonderfully, wonderfully
Wonderfully, wonderfully pretty
Oh, you know that I'd do anything for you
We should have each other to tea, huh
We should have each other with cream
Then curl up in the fire and sleep for awhile
It's the grooviest thing, it's the perfect dream
You might also like[Chorus]
Into the sea, you and me
All the years and no one heard
I'll show you in spring, it's a treacherous thing
We missed you hissed the love cats
We missed you hissed the love cats

[Bridge 2]
We're so wonderfully, wonderfully
Wonderfully, wonderfully pretty
Oh, you know that I'd do anything for you
We should have each other to dinner, huh?
We should have each other with cream
Then curl up in the fire, get up for awhile
It's the grooviest thing, it's the perfect dream

[Verse 3]
Hand in hand is the only way to land
And always the right way round
Not broken in pieces, like hated little meeces
How could we miss someone as dumb as this?

[Outro]
We missed you hissed the love cats
We missed
I love you, let's go
Oh, solid gold
How could we miss
Someone as dumb as this?21Embed"
1619,ML1620,All Time Low,The Beach,happy,"[Verse 1]
Well, you're a long walk from my street
And I'm dying in this summer heat
I hope like hell you're waiting, waiting

[Pre-Chorus]
Everybody's living like they're crazy in love
I'm a dizzy mess and everything is so above me
From the floor I found the life I lead today

[Chorus]
Well, they can take, take, take the kids from the summer
But they'll never, never, never take the summer from me
It was the very first time that I lost my mind for the week
They can't make, make, make me forget the weather
If I never, never, never wash the sand from my feet
It was the very last time, then we said goodbye to the beach
We're showing off, we're showing off our teeth

[Verse 2]
So make one last call back home
'Cause tonight we go it alone
And I hope that you know I'm waiting, waiting
(Tell me, do you feel me?)

[Pre-Chorus]
Everybody's singing like we're crazy in love
We made a dizzy mess of everything and it was enough
To bring all the boys and all the girls together
See All Time Low LiveGet tickets as low as $78You might also like[Chorus]
Well, they can take, take, take the kids from the summer
But they'll never, never, never take the summer from me
It was the very first time that I lost my mind for the week
They can't make, make, make me forget the weather
If I never, never, never wash the sand from my feet
It was the very last time, then we said goodbye to the beach
We're showing off, we're showing off our teeth

[Bridge]
You're going out in style and I'm getting tired
Of all your lying (Tell me do you feel me, listen can you hear it?)
Stop pretending (Cave in and believe me, open up and scream it)
Stop, the answer's in the smile, and I'm coming clean
Just give me something (Tell me do you feel me, listen can you hear it?)
Stop pretending (Cave in and believe me, open up and scream it)

[Chorus]
Well, they can take, take, take the kids from the summer
But they'll never, never, never take the summer from me
It was the very first time that I lost my mind for the week
They can't make, make, make me forget the weather (Make one last call back home)
If I never, never, never wash the sand from my feet (tonight we go it alone)
It was the very last time, then we said goodbye to the beach (And I hope that you know I'm waiting)
We're showing off, we're showing off our teethEmbed"
1620,ML1621,Red House Painters,San Geronimo,sad,"Somewhere up fifteen miles
Sifting through crackling vinyl
Lost memories of my youth
Are coming into view

Between lost hills divide
Quietly we sleep inside
Lost summers of my youth
I spent them all with you

Take ways by withered creeks
Lizards sunning in the streets
Small kitten stretches through
Green empty yards you knew

Weekend in San Geronimo
Love how the starlit skies show
Weekend in San Geronimo
Sentiment within me glows

Somewhere up fifteen miles
Barefoot on kitchen tile
Where nights are warm and true
I'll spend them all with you

Weekend in San Geronimo
Love how the starlit skies show
Weekend in San Geronimo
Sentiment within me glowsYou might also likeEmbed"
1621,ML1622,Zero 7,I Have Seen,relaxed,"[Verse 1]
Old man there, people stare
Thinking back, to God knows where
Always back, where he's been
I have seen, I have seen

[Chorus]
Time goes so slow
Days come and go
But I know, yes I know

[Verse 2]
New born son, life has won
Take this turn, then he'll run
Run away, from all that's been
I have done, I have seen

[Chorus]
Time goes so slow
Days come and go
But I know, yes I knowYou might also likeEmbed"
1622,ML1623,Mazzy Star,Free,relaxed,"[Verse 1]
I fell asleep in the silence
Before the street fights, the fire
Free in the world that you've given
Lay in the sound, the water still calls
Still calls

[Verse 2]
Afraid of the dark that surrounds you
Hide in the dirt of the ground
Free in the wind that surrounds me
I'm not afraid to sleep in the night
Not afraid
To sleep in the night

[Verse 3]
Free like a bird of the holders
Holding the wake of the sun
I know the road that you send me
I know the way it leads to home

[Verse 4]
Real like the bones in my body
Real like the flesh that covers the grave
It's real like the flesh
That covers the grave
You might also like[Verse 5]
Wait for the guards that you send me
Before I'll show myself
Wait for the storm that comes to me
Maybe I'll just change my mind

[Verse 6]
Plea for the will of forgiveness
I'm not afraid to say I was wrong
I was wrong
Maybe I won't
So wrong...
So wrong...3Embed"
1623,ML1624,Monster Magnet,Powertrip,angry,"[Intro]
Who's gonna teach you how to dance?
Who's gonna show you how to fly?
Who's gonna call you on the lame dope-smoking slackin' little sucker you are?

[Verse 1]
Who's gonna get you from behind?
Who's gonna ring your little bell?
Who's gonna con you into buying a television set revolution they sell?

[Verse 2]
When are you gonna blow the game?
When are you gonna blow the screen?
When you gonna tell them that the crap doesn't wash and you found a way to make your own dreams?
The crap doesn't wash and you found a way to make yourself scream

[Pre-Chorus]
Well, I died a million times
And I picked my culture well
And I built myself a gate
They can all now go to (Hell)

[Chorus]
I'm never gonna work another day in my life
The gods told me to relax
They said I'm gonna get fixed up right
Now I'm never gonna work another day in my life
I'm way too busy powertripping
But I'm gonna shed you some light
You might also like[Post-Chorus]
Yeah, get down

[Verse 3]
Who's gonna teach you how to dance?
Who's gonna show you how to fly?
When you get tired of the crap, baby, move over here and maybe buy some of mine

[Chorus]
I'm never gonna work another day in my life
The gods told me to relax
They said I'm gonna get fixed up right
Now I'm never gonna work another day in my life
I'm way too busy powertripping
But I'm gonna shed you some light
Now I'm never gonna work another day in my life
The gods told me to relax
They said I'm gonna get fixed up right
Now I'm never gonna work another day in my life
I'm way too busy powertripping
But I'm gonna shed you some lightEmbed"
1624,ML1625,Vangelis,Tales of the Future,relaxed,"Ibal lahl arou-sah om-yah-lee
Yah al-bil kou-rou-dil menyaah
Is-bahl kou-tul - ham-mahn ou-saw
Ahl-bi yam-mil kaw-lil laah
Is-bahl ahl-bi im-mil mous-saw heenal - my-dil
Has-bi kaw-lahl arah-baw heena yas'a-lou-na il 'araw-til
- eehl laah
Fis-'ahm mil kaw-waah-reeh yaah
Mi-'aa-nihl kou-laah- aah - leeh - aah
Ay-nah ou-saw kooh nahn min kah-rah-baw
Has-di khamf 'alah ay-nahl musam-meh il-lah tou-lihl
Kah-reeb
Has-dihl kou-toh ub-beehl ul-ou-saw
Wah oul-leel-arah-baw - wah oul-leel-arah-baw -
Wah oul-leel-
Yaa hub-bi al-mas-daw-nih ah-naay as-dee lil-kou-ral
Yaah
Mis-'aal bar'oun-nih
Ya 'es-ta-khal-lahl 'am-duh uhm-mee a-raah kah -
Yum-mi yam-mah
As-dee naa-bi yam-mah - al-kharou-si yam-ma
As-ta-wou lee il-lee yam-mah li-laah
Uk-rou 'ou-lee il-oh-daah daw-wah
Oul-lee ya ahl-bi
Oul-lee ya um-mee
Oul-lee ya sa-hibYou might also like1Embed"
1625,ML1626,Crippled Black Phoenix,Burnt Reynolds,sad,"[Verse 1]
Down my lover, down my child
Away my former beings
Forty seven times I've been denied the life been dealt
Down my lover, down my child
Away I fall away
Forty seven times I've been denied

[Verse 2]
Down my lover, down my child
Away my father, away my...
Fortune never shined it's eyes the life you brought to me
Down my body, down my sight
Away my former days
Forty seventeen, I've been alive

[Verse 3]
Down my lover, down my child
Away my former beings
Forty seven times I'm told to hand my bottles in
Down my lover, down my child
Away me for my bed
Forty seven times I'm told to hand my bottles in

[Verse 4]
Down my lover, down my child
Away my former beings
Forty seven times I'm told to hand my battles there
Down my lover, down my child
Away your former beings
It's wrong this side, away my child, away outside in laidYou might also likeEmbed"
1626,ML1627,Sia,Little Black Sandals,relaxed,"[Verse 1]
I'm being dragged down, down by the hand
The hand of a golden giant man
He's crushing my knuckles and splitting my skin
He says he'll let go, if only I'd ask it of him
He says, ""Girl, it's your call
You wanna fly? You wanna fall?""
So I shout, ""Oh, I wanna get away from you
As fast as I can""
I tell my feet to move it
I hope they have a plan

[Chorus]
These little black sandals
Are walking me away
These little black sandals
Are heading the right way
These little black sandals
Are walking me away
These little black sandals
Saved my life today

[Verse 2]
So now I'm free, free
From the big bad giant
Who was stalking me
Thank you feet, for guiding me, yeah
I'm glad somehow I got brains down there, at least
You might also like[Chorus]
These little black sandals
Are walking me away
These little black sandals
Are heading the right way
These little black sandals
Are walking me away
These little black sandals
Saved my life today

[Bridge]
Sometimes I'm tempted, sometimes I am
I would be lying if I said I didn't miss that giant man
Oh, he was the line between pleasure and pain
But me and the feet have some years to reclaim

[Chorus]
These little black sandals
Are walking me away
These little black sandals
Are heading the right way
These little black sandals
Are walking me away
These little black sandals
Saved my life today
These little black sandals
Are walking me away
These little black sandals
Are heading the right way
These little black sandals
Are walking me away
These little black sandals
Saved my life today
[Outro]
These little black sandals
Are walking me away
These little black sandals
Are heading the right way
These little black sandals
Are walking me away
These little black sandals
Saved my life today1Embed"
1627,ML1628,Renee Olstead,Taking A Chance On Love,relaxed,"2 ContributorsTaking a Chance on Love LyricsHere I go again
I hear those trumpets blow again
All aglow again
Taking a chance on love

Here I slide again
About to take that ride again
Starry eyed again
Taking a chance on love

I thought that cards were a frame-up
I never would try
Now I'm taking that game up
And the ace of hearts is high

Things are mending now
I see a rainbow blending now
We'll have a happy ending now
Taking a chance on love

Here I slip again
About to take that trip again
I got that grip again
Taking a chance on love

Now I prove again
That I can make life move again
I'm in a grove again
Taking a chance on love
You might also likeI walk around with a horseshoe
In clover I lie
And brother rabbit of course you
Better kiss your foot good-bye

On that ball again
I'm riding for a fall again
I'm gonna give my all again
Taking a chance on loveEmbed"
1628,ML1629,My Dying Bride,Black God,sad,"Thy every look and every grace
So charm whenever I view thee
'Til death overtake me in the chase
Still will my hopes pursue thee

Then when my tedious hours have past
Be this my last lesson given
Low at thine feet to breathe my last
And die in sight of heavenYou might also likeEmbed"
1629,ML1630,JC Chasez,Dear Goodbye,sad,"[Verse 1]
Staring out, depressed about what words I have to plead
So torn apart
Shattered by impressions of confessions in defeat
My broken heart
Crying, desperate, fighting questions, scared to let go

[Chorus]
We used to be so beautiful
But the days go by and things get better
I'm weary from the war, I'm losing half my soul
But the days go by and...

[Verse 2]
Past the point of reasons I just want you to believe
That it's not your fault
Cry your eyes to sleep, it's like a thousand rainy nights
Oh, drowning lows
Photographs, the close up, what we had come undone

[Chorus]
Where did it all go wrong?
The days go by and things get better
You hardened like a stone to face the world alone
But the days go by and things get better
Exhausted of apologies, in search of something comforting
But the days go by and things get better
Brought out the best and worst in me
You gave your all unselfishly
But the days go by and...
You might also like[Bridge]
Oh, I could never replace all the tenderest moments
They will always live right here inside me
My love will forever hold a place for you
That's why I'm so confused, yeah

[Chorus]
Girl, we used to be so beautiful
But the days go by and things get better
I'm losing half my soul to face the world alone
But the days go by and things get better
We're not the type to just give up, but I know that it's what's best for us
The days go by and things get better
We'll pass some crossing roads, surviving on our own
But the days go by and...Embed"
1630,ML1631,Soulsavers,You Will Miss Me When I Burn,sad,"When you have no one
No one can hurt you
When you have no one
No one can hurt you

In the corners there is light
That is good for you
And behind you, I have warned you
There are awful things

Will you miss me when I burn
And will you eye me with a longing
It is longing that I feel
To be missed or to be real

When you have no one
No one can hurt you
When you have no one
No one can hurt you

Will you miss me when I burn
And will you close the others' eyes
It would be such a favor
If you would blind them

There is absence, there is lack
There are wolves here abound
You will miss me when I turn
Around
You might also likeWhen you have no one
No one can hurt you
When you have no one
No one can hurt youEmbed"
1631,ML1632,Goldfish,Hold Tight,happy,"Hold tight
Swing your hips twice
You know it feels right

Come on and dance with meYou might also likeEmbed"
1632,ML1633,The Modern Lovers,Hospital,sad,"[Verse 1]
When you get out of the hospital
Let me back into your life
I can't stand what you do
I'm in love with your eyes

And when you get out of the dating bar
I'll be here to get back into your life
I can't stand what you do
I'm in love with your eyes

[Chorus]
Oh, I can't stand what you do
Sometimes I can't stand you
And it makes me think about me
That I'm involved with you
But I'm in love with this power that shows through in your eyes

[Verse 2]
I go to bakeries all day long
There's a lack of sweetness in my life
And there is pain inside
You can see it in my eyes

[Chorus]
Oh, there is pain inside
You can see it in my eyes
Makes me think about me
That I've lost my pride
But I'm in love with this power that resides in your eyes
You might also like[Verse 3]
You live in modern apartments
Well, I even got scared once or twice
Last time I walked down your street
There were tears in my eyes
Well, now these streets
We all know
They help us cry when we're alone late at night
Don't you love them too?
That where you got your eyes?

[Chorus]
Oh I can't stand what you do
Sometimes I can't stand you
And it makes me think about me
How I'm involved with you
But I'm in love with this power that shows through in your eyes

[Verse 4]
Now... your world
It is beautiful
I'll take the subway to your suburb sometime
I'll seek out the places that must have been magic
To your little girl mind
Now as a little girl
You must have been magic
I still get jealous of your old boyfriends
In the suburbs sometimes
And when I walk down your street
Probably be tears in my eyes
[Chorus]
I can't stand what you do
Sometimes I can't stand you
And it makes me think about me
That I'm involved with you
But I'm in love with this power that shows through in your eyes

[Outro]
So... when you get out of the hospital
Let me back into your life
I can't stand what you do
But I'm in love with your eyes4Embed"
1633,ML1634,Alanis Morissette,All I Really Want,angry,"[Verse 1]
Do I stress you out?
My sweater is on backwards and inside out
And you say, ""How appropriate!""
I don't wanna dissect everything today
I don't mean to pick you apart, you see
But I can't help it

[Pre-Chorus]
And there I go jumping before the gunshot has gone off
Slap me with the splintered ruler
And it would knock me to the floor if I wasn't there already
If only I could hunt the hunter

[Chorus]
And all I really want is some patience
A way to calm the angry voice
And all I really want is deliverance
Ah, aao, aao, aao, aa, aah

[Verse 2]
Do I wear you out?
You must wonder why I'm relentless and all strung out
I'm consumed by the chill of solitary
I'm like Estella
I like to reel it in and then spit it out
I'm frustrated by your apathy
See Alanis Morissette LiveGet tickets as low as $26You might also like[Pre-Chorus]
And I am frightened by the corrupted ways of this land
If only I could meet the maker
And I am fascinated by the spiritual man
I'm humbled by his humble nature, yeah

[Chorus]
And what I wouldn't give to find a soulmate
Someone else to catch this drift
And what I wouldn't give to meet a kindred
Ah, aao, aao, aao, aa, aah

[Bridge]
Enough about me, let's talk about you for a minute
Enough about you, let's talk about life for a while
The conflicts, the craziness and the sound of pretenses falling
All around, all around

[Verse 3]
Why are you so petrified of silence?
Here, can you handle this?
Did you think about your bills, your ex, your deadlines
Or when you think you're gonna die?
Or did you long for the next distraction?

[Pre-Chorus]
And all I need now is intellectual intercourse
A soul to dig the hole much deeper
And I have no concept of time other than it is flying
If only I could kill the killer
[Chorus]
And all I really want is some peace, man
A place to find a common ground
And all I really want is a wavelength
Ah, aao, aao, aao, aa, aah
And all I really want is some comfort
A way to get my hands untied
And all I really want is some justice
Ah, aao, aao, aao, aa, aah

[Outro]
It's all I really want, some patience
A way to calm me down
And all I really want is deliverance
A place to find a common ground
And all I really want is some justice8Embed"
1634,ML1635,James,Say Something,sad,"[Verse 1]
You're as tight as a hunter's trap
Hidden well
What are you concealing?
Poker face, carved in stone
Amongst friends, but all alone
Why do you hide?

[Chorus]
Say something, say something, anything
I've shown you everything
Give me a sign
Say something, say something, anything
Your silence is deafening
Pay me in kind

[Verse 2]
Take a drug to set you free
Strange fruit from a forbidden tree
You've got to come down soon
More than a drug is what I need
Need a change of scenery
Need a new life

[Chorus]
Say something, say something, anything
I've shown you everything
Give me a sign
Say something, say something, anything
Your silence is deafening
Pay me in kind
See James LiveGet tickets as low as $77You might also like[Chorus]
Say something, say something, anything
I've shown you everything
Give me a sign
I'm open, wide open, wondering
Have you swallowed everything?
Pay me in kind1Embed"
1635,ML1636,Dan Le Sac vs Scroobius Pip,Look For The Woman,sad,"4 ContributorsLook for the Woman LyricsChorus:
There's a weight over me today
Something I have to say
Love you too much to leave
Don't like you enough to stay

My heads in a mess and I'm stressed
But I guess it's a test
In the quest for happiness
And the rest of that mess
So I best just acquiesce
Even though I've grown tired of you

And that ain't meant to sound spiteful
I just try to be insightful
When I write all my emotions
In the night all the stuff I try to fight
Will just come out and the sad fact is I'm so tired of you

Love, it's a weird thing ain't it?
There's no way to explain it
But I swear as well as pain
There should be joy but we sustain
The same level of mundane
And it's numbing me through
You might also likeI often wonder if I'd miss you
And have the urge to kiss you
If an issue was to hit through
To this heart that now feels disused
And said issue was too big to just ignore
And I walked out on you

The chances are I'd fall apart
And suffer seizures of the heart
As my chest begins to smart
The very second have to part
I want to go back to the start
But then again maybe I just feel new
Maybe I'd get my life on track
And start to focus my attack
On all the things my life just lacks
And start to claw my passion back
Instead of living like a hack
Half committed half relaxed
I'd have nothing to lose

Chorus (x2)

I guess lately I've had too much time to think
And yeah way too much drink
When paper meets the ink
Over-thinking is the chink in my armour
That's just what I do
And I've always been that way
Forever questioning each day
And every plea that's made
That maybe when I lay
My busy mind will make me prove
By finding problems and reasons
That might not even be true
See we got together so young
Before our real lives had begun
But flowers don't grow up as one
Each finds its own route to the sun
And that's exactly what we've done
We've grown up separately too
And for a few years now it's been the problem
And these realisations, I wish that I could stop them
But I've realised that love is all we have in common
And deep down you know that's true

But then surely that I'm still in love with you
Means there's something we can do
To get us through and to pursue
A brand new point of view
On how this gap grew, between me and you

So there's a weight over me and I'd hate to have to leave
But in fate I don't believe and the state of you and me
Isn't great as you can see
So I'll keep thinking this through

Chorus (x3)1Embed"
